time after 16 h AEL (min),number of new branches (#/min),total length (µm),lineic branching rate lambda (µm^-1.min^-1)
457,17.0,684.9226637629679,0.024820320452825916
458,15.0,681.2019161024386,0.02201990282972767
459,26.0,693.4693673907876,0.03749264383202141
460,22.0,692.6993141924178,0.03175981201258826
461,13.0,687.931862904069,0.018897220351331262
462,12.0,687.572027947014,0.01745271696963907
463,20.0,692.0547074112308,0.028899449401643414
464,16.0,696.0269792353628,0.022987614672030653
465,16.0,689.5879550717599,0.02320226141179483
466,17.0,689.9493141924181,0.024639491119573625
467,23.0,690.5377025400661,0.03330737759197949
468,23.0,694.5525519183938,0.0331148448543925
469,14.0,707.3029983355765,0.019793497317196113
470,14.0,700.4275519183935,0.01998779168759931
471,20.0,693.5943673907874,0.028835297603752783
472,20.0,698.887260609601,0.028616918818287086
473,16.0,719.7974788509161,0.022228474633646092
474,13.0,706.4076294725893,0.01840297224664168
475,20.0,689.0073724541755,0.02902726559915026
476,20.0,689.9009014889431,0.028989670772767553
477,15.0,693.8642898365919,0.021618060216836592
478,16.0,692.0646686341332,0.023119226750265672
479,19.0,685.5447461883293,0.02771518577837721
