time after 16 h AEL (min),number of new branches (#/min),total length (µm),lineic branching rate lambda (µm^-1.min^-1)
277,22.0,542.5946064623253,0.040545924596335915
278,19.0,549.3043151535334,0.034589205793312226
279,17.0,554.5299509694873,0.03065659477955847
280,16.0,553.069926613662,0.028929434109651996
281,19.0,550.9141501105887,0.034488132127639126
282,16.0,556.7085674930041,0.028740351656616214
283,20.0,548.3139607118178,0.036475452811808994
284,14.0,558.8894702619248,0.025049675731838122
285,19.0,549.0916888876861,0.034602599865404905
286,20.0,545.5406742741911,0.03666087781008958
287,16.0,545.92227150527,0.029308201616107806
288,17.0,548.0255092312457,0.031020453817646388
289,17.0,545.4496840165216,0.031166944446309502
290,21.0,556.8366158202098,0.03771303718787853
291,13.0,565.2921984377938,0.022996956327941527
292,14.0,556.7500673007814,0.025145933197411846
293,18.0,559.5740526872854,0.032167324259509925
294,18.0,559.5987325359494,0.032165905591724435
295,14.0,562.4478441883012,0.02489119683657807
296,15.0,564.9446109490442,0.026551275486638708
297,20.0,566.8787469572212,0.035280913435813244
298,18.0,569.4297615707168,0.03161057116218995
299,12.0,574.7427079879003,0.020878907784685853
300,13.0,574.7696740819675,0.022617755574463518
301,9.0,570.6243052189798,0.01577219883149949
302,17.0,574.4668196402517,0.029592657780732935
303,18.0,573.4257662496585,0.031390288088594794
304,13.0,580.806732151503,0.022382660668969243
305,21.0,566.8373779020105,0.03704766273128566
306,14.0,581.320373030845,0.02408310571846612
307,16.0,598.724309705699,0.02672348481701828
308,10.0,584.0751304337051,0.017121085077829796
309,16.0,579.0503198324757,0.027631450069190773
310,10.0,595.7094603273716,0.01678670671858142
311,11.0,579.309649726142,0.018988118021510687
312,17.0,576.9053973866709,0.02946756968648319
313,10.0,574.7482274725606,0.017398922731740683
314,18.0,558.7981643396377,0.03221198842210154
315,15.0,550.914280863154,0.027227466270248985
316,16.0,566.3067321515026,0.028253239969818263
317,10.0,565.6835719797227,0.017677727435150718
318,20.0,555.7600285236836,0.035986755026495586
319,18.0,576.0175185891294,0.031249049584617435
320,15.0,576.2293827731755,0.026031300118384514
321,13.0,582.9775429449555,0.02229931522632846
322,11.0,567.8121208835975,0.019372605119599096
323,7.0,566.6059069367783,0.012354265838568213
324,13.0,519.3582473416677,0.02503089161776178
325,10.0,516.6526647240839,0.01935536325035787
326,18.0,502.7039950021971,0.0358063595653767
327,19.0,496.13000961569225,0.038296413504028126
328,14.0,502.63489777111744,0.027853219229467662
329,12.0,522.5006986300168,0.022966476468765852
330,18.0,517.8276015911598,0.03476060361535446
331,12.0,519.2890193580224,0.023108518672001095
332,19.0,529.4699221269431,0.03588494682318263
333,14.0,531.9325483927904,0.026319126442441533
334,11.0,523.8666844009674,0.02099770862997007
335,10.0,537.3867375993375,0.01860857237503274
336,14.0,543.2758248958635,0.025769598716606903
